rank,personName,age,finalWorth,year,month,category,source,country,state,city,countryOfCitizenship,organization,selfMade,gender,birthDate,title,philanthropyScore,residenceMsa,numberOfSiblings,bio,about
2578,Francisco Jose Riberas Mera,57.0,1000.0,2022,4,Manufacturing,"steel, autoparts",Spain,,Madrid,Spain,,False,M,1964-06-01,,,,,"Francisco Jos̩ Riberas Mera and his billionaire brother Juan Maria each own about 25% of listed autoparts firm Gestamp Automocion.
Francisco is executive chairman of Gestamp Automocion, which listed on the Madrid stock exchange in 2017. 
The company does business in 21 countries and has 36,000 employees.
The brothers are the largest shareholders of Madrid-listed car components maker CIE Automotive. ","Francisco and Juan Maria's late father, Francisco Riberas Pampliega, founded a small steel trading company in 1958."
601,Andrei Skoch & family,56.0,4700.0,2022,4,Metals & Mining,steel,Russia,,Moscow,Russia,,True,M,1966-01-30,,,,,"Andrei Skoch has been a member of the State Duma, Russia's legislative body, since 1999.
He and his former partner Lev Kvetnoi were born in a settlement near Moscow and studied at the same athletics school, Institute of Physical Culture.
The partners merged their business with that of billionaire Alisher Usmanov. Kvetnoi later sold out; Skoch transferred his holdings to his father.
His father Vladimir now owns 30% of mining and metals giant Metalloinvest through Usmanov's USM Holdings.","He built a memorial to fallen Russian soldiers in Port Arthur, China, formerly known as Lushun, the site of the bloodiest battles of the 1904-05 Russo-Japanese War."
1929,Bernhard Braun-Luedicke,45.0,1500.0,2022,4,Healthcare,medical technology,Germany,,Melsungen,Germany,,False,M,1977-01-01,,,,,"Bernhard Braun-Luedicke owns 12% of the medical device company B. Braun Melsungen, which began in 1839 as a small pharmacy that sold herbal remedies.
His mother's cousin Ludwig Georg Braun took the reins in 1977, when the company had just $24 million in annual sales (now around $8 billion).
Today, with more than 64,000 employees globally, B. Braun manufactures products ranging from infusion and injection solutions to surgical instruments.","Bernhard is a sixth-generation family member and his mother, Barbara, is a member of the company's supervisory board. 
B. Braun has been operating in Africa for more than 60 years, and now has subsidiaries in Zambia, Algeria, South Africa, Zimbabwe and Kenya."
1292,Tang Yiu,88.0,2400.0,2022,4,Fashion & Retail,fashion retail,Hong Kong,,Hong Kong,Hong Kong,,True,M,1934-04-01,,,,,"Tang Yiu founded footwear and sportswear retailer Belle International in 1981.
Top brands in Belle's repertoire include Teenmix and Staccato.
The company went public on the Hong Kong Stock Exchange in 2007.
He took Belle private and sold his stake in April 2017, in a deal that valued the company at $6.8 billion.
He appears to no longer have any role in the company. ",
2076,Scott Lin,89.0,1400.0,2022,4,Technology,optical components,Taiwan,,Taichung,Taiwan,,True,M,1933-01-01,,,,,"Lin cofounded lens supplier Largan Precision with Tony Chen in 1987.
The company is a leading smartphone lens maker and a major supplier to Apple, claiming a quarter of the global market.
Largan is now run by his sons, Adam and En-Chou.",
1929,Antti Aarnio-Wihuri,82.0,1500.0,2022,4,Diversified,diversified,Finland,,Helsinki,Finland,,False,M,1940-02-24,,,,,"Antti Aarnio-Wihuri heads Wihuri Group, a Finnish conglomerate that has been in his family for over 100 years.
The group has interests in the packaging, technical trade, food wholesale and aviation and operates Caterpillar construction equipment dealerships.
Wihuri Group, which employs 5,000 people, also runs Metro daily goods wholesale stores and a private jet charter and ambulance service.
He is the largest shareholder of Winpak, a Canadian company that specializes in producing packaging materials.",
1929,Ana Maria Brescia Cafferata,97.0,1500.0,2022,4,Diversified,"mining, banking",Peru,,Lima,Peru,,False,F,1924-04-19,,,,,"She owns 30% of Grupo Breca, a Peruvian holding company with interests in agriculture, finance, hotels, mining and real estate.
She inherited her fortune from her father, Fortunato Brescia Tassano (d.1951), who built a real estate company that capitalized on Lima's growth.
Her assets were managed by her brothers Mario and Pedro until they passed away in 2013 and 2014, respectively.
Grupo Breca owns Tasa, one of the largest producers of fish meal in the world. ","Nonagenarian Brescia Cafferata never married and doesn't have any children.
Her father Fortunato, born in a poor family, married Catalina Cafferata Pe̱aranda, a mining heiress and a daughter of the Italian consul in the city of Huaraz."
2324,David Girouard,56.0,1200.0,2022,4,Finance & Investments,fintech,United States,California,Redwood City,United States,,True,M,1966-03-13,,,"San Francisco-Oakland-Fremont, CA",,"David Girouard is the CEO of New York City-based fintech lender Upstart, which he cofounded in 2012.
Upstart listed on the Nasdaq in December 2020, raising about $240 million and nabbing a $12.2 billion market cap on its first day of trading.
Girouard became a billionaire in March 2021 after a blockbuster earnings release sent shares soaring; he owns 14% of Upstart's stock.
A Dartmouth College graduate, he dabbled in consulting at Accenture's Boston office before pursuing an MBA at the University of Michigan.
He landed his first Silicon Valley job at Apple in 1994 then joined Google in 2004, helping to build Google Cloud before leaving to launch Upstart.",
883,Jerry Ng,56.0,3400.0,2022,4,Finance & Investments,banking,Indonesia,,Jakarta,Indonesia,,True,M,1965-07-02,,,,,"Veteran banker Jerry Ng, with more than three decades of experience, gets his wealth from a stake in Bank Jago. 
He acquired shares of what was then called Bank Artos in December 2019. 
Bank Jago is transforming itself into a digital bank and is looking to work with small and medium fintech enterprises.
Ng has previously held top positions at Bank Danamon Indonesia and Bank Central Asia. Until February 2019 Ng was president director of Bank BTPN.
Indonesia's payment and on-demand services app Gojek bought a stake in Bank Jago in 2020.","He is a trustee at the Blum Center for Developing Economies at the University of California, Berkeley.
He was also the deputy chair of the Indonesian Bank Restructuring Agency."
1445,Narendrakumar Parekh,83.0,2100.0,2022,4,Manufacturing,adhesives,India,,Mumbai,India,,False,M,1938-04-17,,,,,"Narendrakumar Parekh is vice chairman of Pidilite Industries, a company founded by his late brother, Balvant Parekh, in 1959.
He has a minority stake in Pidilite, which is India's leading maker of adhesives and sealants.
His nephew, Madhukar Parekh, chairs the company while his son Apurva Parekh has a board seat.
Pidilite's range of products includes construction chemicals, art materials and organic pigments.","Pidilite is best known for its iconic white glue, Fevicol, popularized over the decades with clever advertising."
2448,Dai Lizhong,53.0,1100.0,2022,4,Healthcare,medical testing,China,,Changsha,China,,True,M,1968-07-01,,,,,"Dai Lizhong chairs Sansure Biotech, a supplier of diagnostic kits. 
Dai holds undergraduate and graduate degrees from Peking University.
He holds a PhD from Princeton University and did post-doctoral work in biochemistry at MIT.
From 2000 to 2008, Dai worked for U.S.-based Gen-Probe, a maker of diagnostic products.",
2324,Wu Li-gann,81.0,1200.0,2022,4,Manufacturing,electronic components,Taiwan,,Kaohsiung,Taiwan,,True,M,1941-01-01,,,,,"Wu founded WUS Printed Circuit in Taipei in 1972. Twenty years later he brought the business to Kunshan, Jiangsu.
The printed-circuit manufacturer went public in 2010.
The company makes electrical equipment for telecom products, vehicles, data centers and semi-conductors, among other products.",
2324,Park Kwan-ho,50.0,1200.0,2022,4,Media & Entertainment,online games,South Korea,,Seoul,South Korea,,True,M,1972-01-11,,,,,"Park Kwan-ho is founder and chairman of WeMade, an online game developer, which he started in 2000.
Park took the company public on Korea's technology-rich Kosdaq stock exchange in 2009.
Previously, Park was the development team leader at Korean game developer ActozSoft.",
1196,Wang Linpeng,53.0,2600.0,2022,4,Construction & Engineering,furniture retailing,China,,Beijing,China,,True,M,1968-05-01,,,,,"Wang Linpeng chairs Beijing Easyhome Investment Holdings Group, a home furnishings retailer. 
Easyhome in 2018 operated or franchised some 400 home furnishing and building supply superstores in China.  
Easyhome received investment of approximately $2 billion from a group that included China e-commerce heavyweight Alibaba in 2018.",
1513,Florentino Perez,75.0,2000.0,2022,4,Construction & Engineering,construction,Spain,,Madrid,Spain,,True,M,1947-03-08,,,,,"Florentino Perez splits his time running Spain's largest construction company Grupo ACS and popular Spanish soccer team Real Madrid.
Perez, president of Real Madrid, boosted advertising and merchandise revenues in his first tenure as president (2000-2006).
He was re-elected president of Real Madrid in 2009. The team, owned by its fans, is worth $3.6 billion according to Forbes.
Florentino has been CEO of Grupo ACS since 1997; he owns a nearly 13% stake in the publicly-traded construction company. ","P̩rez briefly worked for the Madrid city council, then moved to Spain's Ministry of Public Works and Transport, before landing in the private sector in 1983.
Perez is credited with creating the Galacticios, Real Madrid's star-studded team in the early 2000s, with players including Ronaldo, Figo, Beckham and Zidane."
1445,Dennis Gillings,77.0,2100.0,2022,4,Healthcare,clinical trials,United States,North Carolina,Durham,United Kingdom,,True,M,1944-04-25,,,"Durham, NC",,"Dennis Gillings is the founder and former CEO and chairman of clinical research firm Quintiles Transnational, which changed its name to IQVIA in 2017.
Gillings, a former biostatistics professor, launched Quintiles in 1982 with the goal of making clinical trials for drugs faster and more efficient.
Gillings retired from the board of IQVIA in April 2018. He still serves as a partner of healthcare-focused investment firm NovaQuest Capital.
In November 2019, NovaQuest raised $275 million for its first private equity fund. The firm manages about $2.75 billion in assets.
Quintiles reached annual revenues of $5.7 billion before merging with healthcare data firm IMS Health in 2016.","Gillings received a Commander of the Order of the British Empire from Queen Elizabeth in 2004 for his work in the pharmaceutical industry.
The University of North Carolina's school of global public health is named for Gillings. He donated $50 million to the university in 2007."
1579,Yuan Fugen & family,71.0,1900.0,2022,4,Manufacturing,metal processing,China,,Suzhou,China,,True,M,1950-11-15,,,,,"Yuan Fugen is the founder of Suzhou Dongshan Precision Manufacturing, a maker of precision metal plate and cast metal. 
Sons Yuan Yonggang and Yuan Yongfeng are chairman and general manager, respectively, of the company.",
1341,Liang Zhaoxian,57.0,2300.0,2022,4,Manufacturing,appliances,China,,Foshan,China,,False,M,1965-01-01,,,,,"Liang Zhaoxian is president of Galanz Group, one of China's largest suppliers of microwave ovens, air conditioners and household appliances.

The company traces its roots to 1978 when it was founded as a feather product plant.",
254,Joseph Tsai,58.0,8400.0,2022,4,Technology,e-commerce,Hong Kong,,Hong Kong,Canada,,True,M,1964-01-19,,,,,"He is vice chairman and cofounder of Alibaba Group, and ranks as its second-largest individual shareholder after Jack Ma.
In 2018, he bought 49% of the Brooklyn Nets National Basketball Association team; the following year he purchased the remaining 51%. 
He holds two degrees from Yale University--an undergraduate degree in economics and East Asian studies and a law degree.
Taiwan-born Tsai carries a Canadian passport.","Tsai accepted an initial salary of only $50 a month from Jack Ma when the pair first met in 1999.
He played lacrosse in high school and college and is an avid follower of the sport. "
